V1,V2,V3,V4,V5,V7,V8,V9,V10,confirmCode,Condition,Counterbalance,IDInst,FB,Term,Inst_SM,Fake1_SM,Fake1_3,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2_SM,Fake2_3,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Fake11_SM,Fake11_3,Fake11_RT_1,Fake11_RT_2,Fake11_RT_3,Fake11_RT_4,Fake12_SM,Fake12_3,Fake12_RT_1,Fake12_RT_2,Fake12_RT_3,Fake12_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,Real11_SM,Real11_3,Real11_RT_1,Real11_RT_2,Real11_RT_3,Real11_RT_4,Real12_SM,Real12_3,Real12_RT_1,Real12_RT_2,Real12_RT_3,Real12_RT_4,Pretest2,NeuFakeImp,Neu1_2,Neu1_RT_1,Neu1_RT_2,Neu1_RT_3,Neu1_RT_4,NeuRealImp,Neu3_2,Neu3_RT_1,Neu3_RT_2,Neu3_RT_3,Neu3_RT_4,Pretest1,CRT_Inst,CRT1_1,CRT1_1_RT_1,CRT1_1_RT_2,CRT1_1_RT_3,CRT1_1_RT_4,CRT1_2,CRT1_2_RT_1,CRT1_2_RT_2,CRT1_2_RT_3,CRT1_2_RT_4,CRT1_3,CRT1_3_RT_1,CRT1_3_RT_2,CRT1_3_RT_3,CRT1_3_RT_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,CRT_chk,Age,Sex,Education,English,Party,Party_TEXT,Social_Conserv,Economic_Conserv,POTUS2016,ClintonTrump,DemRep,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,AccImp,FB_F,SocialMedia_Chk,Theism1,Theism2_1,Theism2_2,Theism2_3,Theism2_4,note,Random,Google,Fabricate,Comments,Length
R_2q1obKadydIVhME,Default Response Set,Anonymous,,,0,10/5/2017 18:03,10/5/2017 18:11,1,847965,1,1,1,1,,1,1,4,6.768,7.464,8.1,3,1,3,7.74,10.742,12.045,2,1,2,6.794,8.201,9.853,2,1,1,2.686,3.823,4.651,3,1,2,2.955,6.362,7.058,3,1,1,5.047,6.069,6.696,4,1,4,6.836,9.251,10.376,2,1,4,7.436,8.686,9.339,3,1,1,8.602,9.515,10.599,3,1,2,6.908,7.627,8.238,3,1,1,8.133,8.889,9.418,3,1,4,11.085,13.3,14.514,2,1,5,5.402,6.001,6.683,3,1,4,3.654,4.834,5.367,5,1,1,2.658,3.386,3.972,3,1,1,3.351,4.315,4.95,3,1,2,6.936,7.564,8.248,3,1,2,6.789,7.724,8.364,3,1,1,9.046,9.725,10.423,3,1,2,3.24,3.929,4.529,3,1,5,7.678,10.799,12.286,2,1,1,3.333,4.289,4.906,3,1,2,4.439,5.679,5.698,4,1,4,7.117,7.741,8.328,3,1,1,2,8.78,8.785,9.836,2,,,,,,,,1,8,6.593,6.599,9.371,2,50,9.087,9.094,11.125,2,60,19.624,19.629,23.456,2,2nd ,8,emily,9,2,41,2,4,1,3,,4,4,5,1,2,2,2,3,3,3,2,2,5,1,1,1,,1,,1,2,2,1,none,10 minutes
R_TiU1z5CWYXVX1VD,Default Response Set,Anonymous,,,0,10/5/2017 18:02,10/5/2017 18:12,1,39844,2,2,1,1,,1,1,6,9.139,9.651,10.518,2,1,1,4.131,5.715,6.958,2,1,2,6.286,6.814,7.769,2,1,2,0.933,1.741,2.808,2,1,1,0.779,9.675,10.878,6,1,1,9.839,9.839,11.875,1,1,4,5.392,6.68,7.108,3,1,3,12.816,12.816,14.236,1,1,4,11.214,11.214,12.209,1,1,1,6.226,6.226,7.493,1,1,5,0.844,2.076,2.687,3,1,2,0.479,4.039,5.034,2,1,3,6.589,6.589,7.616,1,1,5,6.997,6.997,8.048,1,1,4,4.244,4.244,5.127,1,1,6,10.228,11.164,11.783,2,1,5,17.596,17.596,18.472,1,1,3,7.471,7.471,8.626,1,1,5,11.565,13.206,16.336,3,1,2,1.527,3.167,3.491,3,1,6,7.025,7.025,7.995,1,1,3,8.122,8.785,9.508,2,1,1,4.338,4.338,5.917,1,1,5,8.433,9.921,10.7,2,,,,,,,,1,2,23.864,23.864,24.635,1,1,1,8,4.139,4.139,6.998,1,50,1.713,1.713,4.06,1,20,2.788,2.788,7.119,1,second place,8,emily,27,2,19,2,2,1,3,,3,3,4,1,1,2,2,2,2,5,1,5,5,1,3,1,,,,1,2,2,3,no,10 minutes
R_2wgar8DVxUGPkXY,Default Response Set,Anonymous,,,0,10/5/2017 17:57,10/5/2017 18:12,1,344385,1,1,1,1,,1,1,1,10.28,10.598,11.775,2,1,2,5.163,6.117,7.512,2,1,1,9.306,9.306,10.1,1,1,1,9.031,16.074,17.015,2,1,1,6.54,6.54,7.887,1,1,1,4.661,5.045,7.377,2,1,3,19.206,19.206,20.377,1,1,2,9.061,9.061,10.095,1,1,3,11.089,11.089,12.873,1,1,1,26.05,28.112,29.145,2,1,1,19.885,19.885,21.264,1,1,3,2.714,5.467,18.256,2,1,1,40.248,41.575,42.378,2,1,1,10.15,10.15,11.181,1,1,1,8.382,8.382,9.786,1,1,2,5.826,5.826,7.239,1,1,1,3.683,3.683,4.412,1,1,3,11.52,12.856,13.708,2,1,1,5.788,5.788,6.942,1,1,1,8.686,9.111,10.071,2,1,3,43.728,55.705,57.261,2,1,2,35.198,35.198,36.451,1,1,4,19.21,19.21,20.379,1,1,1,5.385,5.385,6.201,1,1,1,1,14.314,14.314,16.393,1,,,,,,,,1,4,28.641,28.641,33,1,10,5.141,5.141,23.756,1,39,12.433,50.162,53.414,2,second,8,Emily,0,2,28,1,3,1,1,,1,1,1,1,1,2,2,4,3,2,2,5,4,1,4,1,,,,1,2,1,3,,12 minutes
R_7Op5M3q1r0hZ47D,Default Response Set,Anonymous,,,0,10/5/2017 17:52,10/5/2017 18:13,1,66826,2,1,1,1,,1,1,1,10.481,12.807,14.038,2,1,1,3.519,9.258,19.173,2,1,1,9.523,12.706,13.839,2,1,1,16.796,20.852,22.641,2,1,1,4.935,7.514,8.54,2,1,1,16.463,21.164,22.538,2,1,1,7.618,9.905,11.185,2,1,1,6.963,9.045,10.326,2,1,1,16.245,18.763,19.91,2,1,1,15.632,17.714,19.018,2,1,1,5.172,13.953,15.585,3,1,1,7.067,10.095,11.446,2,1,1,5.012,7.339,8.764,2,1,1,7.79,16.472,18.052,3,1,1,5.546,8.514,9.829,2,1,1,6.742,9.298,10.759,2,1,1,4.795,8.053,8.884,3,1,1,5.359,8.157,9.473,2,1,1,12.779,14.972,16.178,2,1,1,13.87,16.121,17.195,2,1,1,9.466,12.048,18.983,2,1,1,9.326,11.942,19.589,2,1,1,9.304,12.478,13.599,3,1,1,5.109,13.079,14.481,2,,1,1,29.467,31.573,32.78,2,,,,,,,1,1,7,11.467,11.467,48.522,1,10,67.11,67.11,97.85,1,30,81.66,81.66,143.645,1,first,8,June,9,3,35,2,5,1,2,,5,5,3,2,2,1,2,4,4,3,1,5,5,1,1,1,,,,1,1,2,1,none,20 minutes
R_3ND8ljVerL1zq0j,Default Response Set,Anonymous,,,0,10/5/2017 17:44,10/5/2017 18:13,1,451433,1,2,1,1,,1,1,5,22.902,22.902,28.613,1,1,5,8.216,8.216,85.269,1,1,2,355.449,355.449,359.435,1,1,5,8.147,8.147,11.978,1,1,6,14.917,14.917,16.163,1,1,1,20.367,20.367,25.319,1,1,6,13.118,13.118,15.075,1,1,2,12.391,12.391,14.255,1,1,1,14.611,14.611,20.571,1,1,1,7.969,7.969,13.599,1,1,6,18.616,18.616,20.174,1,1,6,14.164,14.164,15.413,1,1,4,23.85,24.81,28.609,2,1,1,8.557,8.557,12.147,1,1,1,61.287,61.287,62.774,1,1,2,10.832,10.832,14.842,1,1,1,7.37,7.37,9.155,1,1,2,9.471,9.471,10.723,1,1,5,7.662,7.662,11.164,1,1,4,12.382,13.115,14.628,2,1,1,19.948,19.948,21.631,1,1,4,14.26,14.26,15.62,1,1,6,7.488,7.488,12.354,1,1,1,10.366,10.366,11.926,1,1,,,,,,,1,3,17.017,17.017,20.45,1,,1,8,14.196,14.196,17.169,1,50,21.628,21.628,25.858,1,20,19.539,19.539,23.503,1,1st,7,june,5,3,37,2,4,1,3,,3,3,4,1,1,2,1,1,3,4,2,5,5,2,1,1,,,,1,1,1,2,,20 mins
R_3abGtbTC8o0tDUd,Default Response Set,Anonymous,,,0,10/5/2017 18:02,10/5/2017 18:14,1,950751,1,1,1,1,,1,1,4,14.757,14.757,15.89,1,1,2,10.539,10.539,11.458,1,1,1,8.826,8.826,10.829,1,1,2,6.978,6.978,7.878,1,1,1,8.202,8.202,9.091,1,1,4,17.458,17.458,18.265,1,1,1,5.618,5.618,6.581,1,1,1,7.025,7.025,7.842,1,1,1,5.929,5.929,7.125,1,1,1,4.367,4.367,5.567,1,1,1,4.778,4.778,5.679,1,1,1,28.351,28.351,29.415,1,1,4,5.674,5.674,6.376,1,1,1,4.127,4.127,4.996,1,1,2,7.811,7.811,8.715,1,1,1,7.092,7.092,7.959,1,1,3,15.101,15.101,15.809,1,1,5,6.016,24.617,28.262,3,1,3,10.206,10.206,11.085,1,1,2,6.564,6.564,7.441,1,1,2,4.351,4.351,5.332,1,1,1,5.926,5.926,6.895,1,1,1,3.909,3.909,4.814,1,1,4,12.213,12.213,13.15,1,1,1,2,27.785,27.785,28.798,1,,,,,,,,1,8,8.584,8.584,12.655,1,50,64.435,64.435,67.466,1,20,10.492,10.492,13.86,1,first,8,emily,3ft,1,45,2,3,1,3,,3,3,2,2,2,1,2,1,3,5,4,4,5,1,1,1,,,,1,2,2,3,no,5 min
R_1BRxxJKgoAx47l4,Default Response Set,Anonymous,,,0,10/5/2017 17:56,10/5/2017 18:15,1,714185,2,2,1,1,,1,1,1,0.906,1.338,2.233,3,1,1,13.955,18.229,18.639,5,1,1,0.708,1.121,2.055,3,1,1,13.149,14.249,14.852,4,1,1,19.2,20.803,20.846,4,1,1,0.717,5.388,6.707,3,1,1,0.569,2.382,2.409,4,1,1,6.923,8.811,9.44,4,1,1,1.786,2.263,3.293,3,1,1,0.915,1.313,2.339,3,1,1,0.21,1.093,2.101,5,1,1,13.893,14.374,15.959,3,1,1,2.881,3.331,4.419,3,1,1,7.558,8.743,9.185,4,1,1,1.533,2.052,3.389,3,1,1,0.595,1.05,2.075,3,1,1,0.758,1.086,2.356,3,1,1,0.003,0.003,1.411,1,1,1,1.234,1.703,2.875,3,1,1,0.21,0.644,1.813,3,1,1,1.024,1.435,2.713,3,1,1,0,0,1.241,0,1,1,0.559,0.987,2.353,3,1,1,5.413,5.709,6.72,3,,,,,,,,1,1,24.211,27.263,27.819,5,1,1,8,12.773,12.825,16.849,2,50,2.626,13.961,16.845,6,160,6.193,6.225,8.294,2,1,7,Emily,27,3,38,2,5,1,3,,3,3,2,2,2,2,2,2,3,4,5,5,5,2,3,1,,,,1,2,2,2,No,15 minutes
R_b94wc6ggrkN7Frb,Default Response Set,Anonymous,,,0,10/5/2017 18:05,10/5/2017 18:16,1,672512,1,2,1,1,,1,1,5,5.652,6.512,7.525,2,1,5,4.065,6.062,6.934,3,1,4,4.403,7.832,8.597,3,1,5,6.191,7.335,8.298,2,1,3,4.997,6.209,7.075,2,1,2,5.049,8.308,9.605,6,1,4,8.139,11.04,11.795,3,1,3,8.353,9.797,10.633,2,1,6,2.843,5.358,6.26,3,1,1,3.812,4.704,5.606,2,1,5,3.933,6.521,7.434,3,1,3,6.158,9.72,10.429,4,1,5,2.709,6.257,7.161,5,1,6,4.161,5.997,6.532,3,1,5,7.401,8.641,9.836,2,1,4,5.471,9.434,10.324,3,1,4,2.863,10.152,11.033,3,1,2,13.932,14.883,15.833,2,1,1,3.17,13.132,13.901,3,1,2,7.672,22.57,23.469,3,1,3,6.021,8.214,8.888,3,1,3,9.33,11.846,12.87,3,1,3,3.216,9.228,9.961,4,1,3,7.729,11.027,11.652,4,1,,,,,,,1,2,15.602,18.333,20.351,3,,1,8,7.008,7.008,13.497,1,5,2.655,2.655,13.886,1,20,12.698,12.698,17.199,1,1,8,Emily,27,1,25,2,2,1,2,,5,5,2,2,2,1,2,2,2,4,2,4,5,1,1,1,,,,1,2,2,1,not at this time,5 minutes
R_27CHFvHnmp6J32k,Default Response Set,Anonymous,,,0,10/5/2017 18:09,10/5/2017 18:17,1,649773,2,1,1,1,,1,1,3,1.389,3.493,4.443,3,1,4,4.757,5.565,6.387,2,1,5,4.728,4.728,5.535,1,1,1,7.933,7.933,8.899,1,1,4,6.898,7.914,9.128,3,1,5,1.391,2.718,3.508,2,1,3,2.623,3.463,4.382,2,1,3,2.625,2.625,4.731,1,1,4,6.883,10.123,10.889,2,1,3,9.207,11.063,12.837,2,1,4,4.424,4.424,5.278,1,1,4,8.806,9.262,10.213,2,1,5,2.691,2.691,3.496,1,1,4,5.227,5.227,6.409,1,1,3,5.205,5.205,6.003,1,1,4,2.066,3.882,4.638,3,1,4,19.566,20.214,20.58,2,1,4,4.126,4.487,5.109,2,1,4,1.271,1.943,3.212,2,1,3,26.804,26.804,29.187,1,1,5,4.124,4.124,5.118,1,1,5,1.622,1.622,2.627,1,1,2,4.892,4.892,5.73,1,1,5,5.726,6.278,7.273,2,,1,2,12.451,12.451,13.689,1,,,,,,,1,1,8,2.394,2.394,8.934,1,2500,11.15,11.15,14.681,1,20,1.429,1.429,14.795,1,1,7,june,9,3,62,2,2,1,1,,3,4,4,1,1,2,1,1,3,3,3,2,5,1,3,1,,,,1,2,2,2,N/A,5 minutes
R_1hJRntPcsXgHmcT,Default Response Set,Anonymous,,,0,10/5/2017 17:48,10/5/2017 18:18,1,955892,2,1,1,1,,1,1,2,146.565,148.47,150.449,2,1,1,6.882,9.208,10.603,2,1,1,7.947,9.86,11.316,2,1,1,5.06,8.716,10.22,2,1,1,20.102,21.633,22.876,2,1,1,14.465,19.208,20.331,3,1,1,14.432,18.944,20.368,2,1,1,7.124,9.05,10.213,2,1,1,10.988,12.761,14.295,2,1,1,3.616,5.5,6.935,2,1,1,3.744,12.156,13.521,2,1,1,6.325,8.107,9.33,2,1,2,11.853,15.186,16.298,2,1,1,3.139,5.202,7.492,2,1,2,12.602,14.241,15.343,2,1,1,3.626,5.56,6.894,2,1,2,8.019,17.414,19.211,2,1,1,7.967,9.599,11.217,2,1,1,9.143,31.742,32.904,2,1,1,5.741,7.504,8.756,2,1,1,4.817,26.629,28.092,4,1,1,2.681,74.544,75.978,2,1,1,5.808,7.409,8.542,2,1,1,14.827,24.934,26.257,2,,1,3,20.858,73.221,76.599,2,,,,,,,1,1,8,3.138,3.138,15.303,1,10,266.857,266.857,385.569,1,20,38.165,38.165,41.081,1,second,8,Emily,27,1,41,2,3,1,2,,2,4,2,2,2,2,2,3,4,3,2,5,5,2,1,1,,,,1,2,2,3,Good luck with your research,25 min
R_3mmerTaAvHHsRqc,Default Response Set,Anonymous,,,0,10/5/2017 18:03,10/5/2017 18:19,1,779037,2,1,1,1,,1,1,3,14.569,14.569,16.055,1,1,2,12.131,12.131,13.884,1,1,3,59.493,61.984,63.502,2,1,2,18.353,18.353,20.212,1,1,1,6.632,6.632,8.398,1,1,2,10.297,10.297,12.42,1,1,1,11.493,11.493,18.277,1,1,2,9.9,9.9,13.385,1,1,1,8.791,8.791,11.585,1,1,1,5.656,5.656,7.997,1,1,4,8.644,8.701,13.343,2,1,1,39.415,39.415,41.774,1,1,4,6.941,6.941,8.365,1,1,5,4.733,4.733,9.98,1,1,5,6.899,6.899,9.259,1,1,5,4.594,4.594,6.286,1,1,4,7.677,7.677,9.371,1,1,5,29.315,29.315,31.314,1,1,5,8.944,8.944,10.211,1,1,4,11.187,11.187,12.999,1,1,3,5.343,5.343,7.054,1,1,4,44.961,48.436,49.935,2,1,5,7.287,7.287,9.212,1,1,6,7.639,7.639,9.034,1,,1,1,7.426,7.426,12.445,1,,,,,,,1,1,4,35.129,35.129,39.423,1,10,27.45,27.45,30.579,1,39,12.919,12.919,17.345,1,second,8,emily,27,3,51,1,3,1,6,libertarian ,3,5,3,2,2,2,2,3,4,2,2,5,5,1,1,,1,,,1,2,2,3,interesting,15
R_byBjslRD7BplmLf,Default Response Set,Anonymous,,,0,10/5/2017 18:03,10/5/2017 18:19,1,979438,1,2,1,1,,1,1,2,10.652,10.652,11.693,1,1,6,7.965,7.965,9.517,1,1,6,6.199,6.199,7.354,1,1,6,4.506,4.506,5.337,1,1,6,5.026,5.026,5.858,1,1,4,7.206,7.206,8.215,1,1,6,4.937,4.937,6.044,1,1,6,7.152,7.152,9.492,1,1,5,12.42,12.42,13.666,1,1,5,4.989,4.989,6.02,1,1,6,5.626,5.626,6.583,1,1,6,8.347,10.011,11.352,2,1,6,0,0,0.295,0,1,4,7.915,7.915,8.951,1,1,5,6.924,6.924,7.775,1,1,6,6.063,6.063,7.107,1,1,5,4.808,4.808,6.035,1,1,6,7.941,7.941,8.94,1,1,5,8.041,8.041,8.882,1,1,4,7.228,7.228,8.339,1,1,6,4.665,4.665,5.641,1,1,5,10.636,10.636,11.404,1,1,6,11.347,12.875,21.798,2,1,6,6.152,6.152,7.22,1,1,,,,,,,1,2,18.346,18.346,20.428,1,,1,8,13.572,13.572,16.898,1,100,55.046,55.046,59.122,1,20,0,0,25.482,0,2nd,8,emily,18,1,55,2,6,1,3,,2,2,1,1,1,2,1,3,3,3,2,4,5,1,1,1,,,,1,2,2,2,no,15 minutes
R_pa9hyXizliUEHAJ,Default Response Set,Anonymous,,,0,10/5/2017 18:09,10/5/2017 18:19,1,141740,2,1,1,1,,1,1,2,4.856,6.274,6.749,4,1,1,2.474,4.965,5.541,5,1,1,2.539,5.284,6.46,5,1,1,4.537,6.005,6.578,5,1,1,2.215,3.78,4.254,4,1,1,3.676,8.012,8.579,4,1,1,2.428,5.833,6.346,5,1,1,7.396,8.658,10.142,4,1,1,2.222,3.507,4.369,4,1,1,1.903,3.987,4.532,5,1,1,5.113,6.732,7.249,5,1,1,4.739,5.976,6.597,4,1,1,3.095,4.245,4.704,4,1,3,2.567,6.508,7.016,7,1,1,2.811,4.342,4.778,5,1,2,3.339,5.034,5.603,4,1,1,2.715,4.42,4.977,4,1,1,3.358,4.792,5.335,5,1,1,4.959,6.66,6.703,5,1,1,3.137,4.924,5.324,5,1,1,1.714,7.349,8.331,5,1,1,2.788,4.139,5.022,5,1,1,3.071,4.214,5.068,4,1,1,3.001,4.201,4.661,4,,1,2,4.075,5.472,6.344,4,,,,,,,1,1,4,51.738,65.54,115.475,3,50,4.27,4.349,6.995,2,10,3.284,10.073,13.325,3,Second place,7,Emily,27,1,29,1,3,1,3,,3,3,2,2,2,1,2,1,2,2,1,5,5,2,1,1,,,,1,2,2,3,No,10 min
R_2SC4KRr7PfkfM74,Default Response Set,Anonymous,,,0,10/5/2017 18:09,10/5/2017 18:20,1,112309,1,2,1,1,,1,1,6,10.046,10.046,11.455,1,1,1,6.028,6.028,7.493,1,1,2,8.552,8.552,10.121,1,1,6,17.093,17.093,18.374,1,1,3,10.209,10.209,11.492,1,1,1,9.819,9.819,11.101,1,1,3,17.832,17.832,19.049,1,1,6,10.699,10.699,12.054,1,1,4,10.984,10.984,12.328,1,1,5,3.87,3.87,5.059,1,1,5,13.84,13.84,15.098,1,1,6,6.172,6.172,7.519,1,1,4,8.281,8.281,9.676,1,1,5,4.126,4.126,5.591,1,1,5,11.255,11.255,12.408,1,1,5,10.769,10.769,12.154,1,1,3,6.555,6.555,7.91,1,1,3,8.44,8.44,9.322,1,1,4,10.743,10.743,11.864,1,1,5,9.364,9.364,11.096,1,1,6,5.138,5.138,6.42,1,1,4,10.624,10.624,12.041,1,1,4,3.648,3.648,4.963,1,1,5,6.635,6.635,8.135,1,1,,,,,,,1,1,15.399,15.399,16.383,1,,1,8,10.442,10.442,17.832,1,10,10.048,28.239,36.205,2,20,27.026,27.026,30.103,1,1,8,Emily,27,2,34,1,3,1,1,,2,2,3,1,1,2,2,1,1,1,1,4,5,1,4,,,,1,1,2,2,1,,10 mins
R_AdOcQ5qCrgcOoZX,Default Response Set,Anonymous,,,0,10/5/2017 17:51,10/5/2017 18:21,1,522275,1,1,1,1,,1,1,1,11.397,14.49,15.286,4,1,1,5.216,5.705,6.364,3,1,6,8.057,9.721,10.581,4,1,1,7.845,8.468,9.165,3,1,1,5.818,6.374,7.241,3,1,1,10.74,11.898,12.714,3,1,1,8.726,9.921,10.67,3,1,1,10.351,10.939,11.648,3,1,5,27.266,41.535,42.295,4,1,6,36.365,37.923,38.727,3,1,1,13.533,15.778,16.484,6,1,6,10.637,12.979,13.713,5,1,1,17.141,17.59,18.443,3,1,1,4.309,4.983,5.681,3,1,1,20.231,21.577,22.21,4,1,1,6.816,7.314,8.089,3,1,1,29.185,30.107,30.856,3,1,1,41.767,42.275,43.107,3,1,1,14.481,15.685,16.361,4,1,5,23.934,25.292,26.04,3,1,2,20.952,22.821,23.439,4,1,1,4.635,6.36,7.168,3,1,1,12.84,13.463,14.281,3,1,1,8.391,9.165,9.825,3,1,1,2,12.213,15.371,16.157,4,,,,,,,,1,8,45.697,45.71,48.197,2,50,49.523,706.248,709.757,4,39,36.041,59.838,63.657,4,First,8,Emily,3,3,42,2,3,1,1,,1,1,1,1,1,1,2,3,3,2,1,5,5,1,4,,,1,,1,2,2,1,,25 mins
R_2SdAPgbXHiMG8El,Default Response Set,Anonymous,,,0,10/5/2017 18:10,10/5/2017 18:21,1,357188,2,1,1,1,,1,1,1,1.073,1.079,1.721,2,1,6,5.697,5.705,6.316,2,1,6,5.305,6.189,6.878,4,1,1,4.248,4.26,5.041,2,1,1,3.358,3.963,4.701,4,1,1,4.884,4.89,5.888,2,1,1,4.644,4.651,5.405,2,1,1,6.956,7.751,8.572,4,1,1,1.641,1.648,2.264,2,1,1,2.278,2.284,3.004,2,1,1,4.705,5.422,6.211,4,1,1,9.146,9.151,10.195,2,1,4,5.534,5.542,6.397,2,1,6,2.784,2.8,3.485,2,1,4,2.112,4.007,4.824,4,1,1,6.966,8.083,9.034,3,1,1,4.309,4.316,5.127,2,1,1,4.311,4.317,5.215,2,1,1,3.409,3.415,4.212,2,1,1,0.872,0.879,1.555,2,1,5,5.971,5.977,6.567,2,1,1,2.043,2.049,2.839,2,1,6,2.862,2.868,3.596,2,1,1,3.262,3.269,4.113,2,,1,3,28.728,33.747,35.056,6,,,,,,,1,1,8,7.181,7.195,15.018,2,50,15.419,15.428,20.95,2,20,1.482,1.491,11.408,2,2nd,7,June,9,3,37,1,2,1,2,,5,5,4,2,2,2,2,1,1,3,1,1,5,1,1,1,,,,1,2,1,3,No,5 minutes
R_3UGcRcJ08l0bw3f,Default Response Set,Anonymous,,,0,10/5/2017 18:10,10/5/2017 18:21,1,130352,1,2,1,1,,1,1,5,6.012,6.012,7.269,1,1,6,4.257,4.257,5.009,1,1,4,7.588,7.588,8.706,1,1,2,1.521,23.422,24.525,8,1,4,2.904,15.314,16.262,3,1,5,4.024,7.756,9.511,2,1,2,5.11,5.11,6.08,1,1,2,3.344,3.344,4.436,1,1,4,6.459,14.323,14.999,4,1,4,4.393,4.393,5.584,1,1,5,4.818,4.818,5.845,1,1,4,6.43,6.43,7.283,1,1,4,10.896,10.896,11.929,1,1,4,5.031,5.031,6.235,1,1,2,2.75,3.953,5.167,2,1,4,2.832,5.376,6.159,2,1,4,2.754,9.27,10.216,3,1,4,4.23,4.23,5.42,1,1,1,2.867,5.76,6.585,3,1,2,1.919,10.605,11.527,3,1,6,4.373,7.299,8.253,3,1,2,4.506,5.548,6.038,2,1,4,1.205,8.49,8.807,4,1,2,3.029,3.029,4.849,1,1,,,,,,,1,1,4.884,14.971,16.798,2,,1,8,2.326,2.326,19.774,1,50,16.895,16.895,20.508,1,20,6.267,6.267,24.95,1,1,8,june,27,3,27,1,2,1,3,,3,3,6,2,1,2,2,3,3,2,1,3,5,1,1,1,,,,1,2,2,1,no,5 minutes
R_2CpTfGsdagdEUmk,Default Response Set,Anonymous,,,0,10/5/2017 18:13,10/5/2017 18:23,1,486010,1,2,1,1,,1,1,4,5.524,5.524,6.988,1,1,5,17.264,18.554,19.024,2,1,2,4.746,6.636,6.99,3,1,4,7.619,7.619,9.456,1,1,3,5.49,5.49,6.257,1,1,3,6.039,7.125,7.923,2,1,1,11.842,14.375,15.431,3,1,1,2.484,2.484,4.799,1,1,5,7.879,8.431,9.441,2,1,4,4.056,4.721,5.547,2,1,3,6.727,8.789,9.625,2,1,1,2.008,3.339,3.697,3,1,1,4.088,4.088,5.29,1,1,4,6.556,8.647,9.797,5,1,2,4.063,4.063,5.039,1,1,1,2.86,3.868,6.194,3,1,1,5.215,6.742,7.827,3,1,1,6.279,7.781,8.142,4,1,2,15.807,15.807,16.976,1,1,1,1.759,2.814,4.1,2,1,3,5.82,5.82,6.995,1,1,1,2.48,2.48,3.7,1,1,2,5.44,6.239,6.568,2,1,4,6.61,6.61,7.651,1,1,,,,,,,1,3,13.333,14.035,14.388,2,,1,8,10.137,10.137,13.301,1,50,45.465,45.465,48.375,1,20,14.217,16.74,17.144,2,1,8,June,27,2,49,2,3,1,3,,3,3,5,2,2,1,2,3,3,2,4,5,5,1,1,1,,,,1,2,2,3,,10 minutes
