ResponseID,ResponseSet,Name,ExternalDataReference,Email,Status,StartDate,EndDate,Finished,age,gender,hhi,ethnicity,hispanic,education,political_party,region,confirmCode,Condition,PKOrder,Endorse,RealFake,Consent,FB,Term,Funny,Fake1,Fake1_Funny,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2,Fake2_Funny,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Real1,Real1_Funny,Real1_RT_1,Real1_RT_2,Real1_RT_3,Real1_RT_4,Real2,Real2_Funny,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Accuracy,Fake1.0,Fake1_2,Fake1_RT_1.0,Fake1_RT_2.0,Fake1_RT_3.0,Fake1_RT_4.0,Fake2.0,Fake2_2,Fake2_RT_1.0,Fake2_RT_2.0,Fake2_RT_3.0,Fake2_RT_4.0,Real1.0,Real1_2,Real1_RT_1.0,Real1_RT_2.0,Real1_RT_3.0,Real1_RT_4.0,Real2.0,Real2_2,Real2_RT_1.0,Real2_RT_2.0,Real2_RT_3.0,Real2_RT_4.0,AccImp,InstAfterAcc,InstNoAcc,Fake1_SM,Fake1_3,Fake1_RT_1.1,Fake1_RT_2.1,Fake1_RT_3.1,Fake1_RT_4.1,Fake2_SM,Fake2_3,Fake2_RT_1.1,Fake2_RT_2.1,Fake2_RT_3.1,Fake2_RT_4.1,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1.1,Real2_RT_2.1,Real2_RT_3.1,Real2_RT_4.1,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,CRTInst,Q214,CRT1_1,CRT1_2,CRT1_3,CRT3_1,CRT3_2,CRT_Est,PK_Inst,PK_1,PK_1_RT_1,PK_1_RT_2,PK_1_RT_3,PK_1_RT_4,PK_2,PK_2_RT_1,PK_2_RT_2,PK_2_RT_3,PK_2_RT_4,PK_3,PK_3_RT_1,PK_3_RT_2,PK_3_RT_3,PK_3_RT_4,PK_4,PK_4_RT_1,PK_4_RT_2,PK_4_RT_3,PK_4_RT_4,PK_5,PK_5_RT_1,PK_5_RT_2,PK_5_RT_3,PK_5_RT_4,PK_Est,note,Random,Google,Age.0,Gender.0,Gender_TEXT,Education.0,Income,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Party,Party_TEXT,DemRep_C,DemRep_Past_1,DemRep_Past_2,DemRep_Past_3,DemRep_Past_4,DemRep_Past_5,DemRep_Past_6,Social_Conserv,Economic_Conserv,POTUS2016,Congress2018,feeling_therm_trump__1,support_trump,vote_trump_2020,SocialMedia_Chk,Facebook_Freq,SharingBelief_others,SharingBelief_self,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,Zipcode,Comments,Length
R_2YnBjhSsXnxh0Td,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,21,2,1,2,1,2,2,3,879953,1,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1,1,5.219,5.653,6.417,2,1,1,0.776,4.426,5.375,2,1,1,6.797,8.692,9.552,2,1,1,6.025,6.544,7.413,2,1,1,0.864,1.446,2.208,2,1,1,0.755,1.174,2.005,2,1,1,0.721,5.589,6.419,3,1,1,1.168,1.553,3.022,2,1,1,0.919,1.52,2.211,2,1,1,4.297,5.862,6.811,3,1,1,0.952,1.401,2.179,2,1,1,1.073,1.472,2.591,2,1,1,0.769,1.97,2.924,2,1,1,0.913,1.998,2.976,2,1,1,0.648,1.879,1.9,3,1,1,0.805,1.153,3.855,2,1,1,1.009,7.146,7.956,2,1,1,0.785,1.134,1.85,2,1,1,0.861,1.227,2.11,2,1,1,1.046,1.395,2.303,2,1,1,8,50,20,1,7,3,1,2,8.08,9.178,9.634,2,3,3.909,3.909,4.355,1,4,4.929,4.929,5.495,1,1,6.727,7.288,7.839,2,1,5.553,5.553,6.114,1,0,1,1,2,21,2, ,2,1, ,1, , , , , ,1, ,2, ,1, , , , ,3,3,1,1,50,1,1,2,5, ,4,1,2,3,3,3,3,30179,No,I don’t know.
R_2tKDgLGm7vqV2cU,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,41,2,6,1,1,2,4,4,918987,3,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,1,1,1.244,9.775,10.99,9,6,1, ,1,3,1.757,18.558,19.98,5,1,6,0.442,2.061,2.49,3,1,5,2.331,4.581,5.056,5,1,6,0.383,2.429,2.471,4,1,5,1.148,2.897,3.497,5,1,2,1.666,2.965,3.831,4,1,5,0.176,1.328,2.157,3,1,4,0.374,1.508,2.49,3,1,6,0.476,1.743,1.786,3,1,2,1.2,1.816,3.169,3,1,4,0.472,1.52,3.523,3,1,6,0.448,2.201,2.805,2,1,5,2.677,6.19,6.501,5,1,5,0.48,1.681,2.227,3,1,5,0.928,3.41,4.041,5,1,4,0.141,1.257,1.953,3,1,6,0.525,3.474,4.019,6,1,4,0.498,1.861,2.449,4,1,6,1.707,2.845,3.491,2,1,4,1.335,2.72,3.555,3,1,1,8,500,280,1,7,4,1,2,2.37,2.37,2.849,1,1,0.772,0.772,1.212,1,1,0.784,0.784,1.527,1,2,0.665,0.665,1,1,1,0.667,1.303,1.797,2,3,1,2,2,41,2, ,2,7,1, , , , , , ,3, ,5, , , , , ,1,4,3,1,2,77,7,5,1,4, ,6,1,1,1,3,3,2,94134,No,15 minutes
R_3IWzbtx79tCv3jP,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,77,2,19,1,1,6,10,3,303735,2,2,2,2,1,1, ,1, , , , , , , , , , , , , , , , , , ,1,5,24.022,24.022,26.739,1, , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, ,1,4,19.249,19.249,21.799,1,1,5,10.716,10.716,13.386,1,1,5,24.09,24.09,27.39,1,1,4,23.393,23.393,25.895,1,1,5,30.921,30.921,33.451,1,1,1,9.245,9.245,13.648,1,1,1,79.815,79.815,82.52,1,1,1,12.693,12.693,15.161,1,1,1,20.686,20.686,24.116,1,1,1,17.345,17.345,20.187,1,1,4,7.642,7.642,9.874,1,1,3,26.218,26.218,28.873,1,1,6,5.266,5.266,6.458,1,1,5,6,6,9.362,1,1,5,8.853,8.853,12.299,1,1,1,9.109,9.109,10.473,1,1,1,14.373,14.373,17.411,1,1,1,12.958,12.958,16.152,1,1,1,15.026,15.026,17.718,1,1,1,5.943,5.943,8.378,1,1,1,8,50,10,2,8,4,1,3,8.583,8.583,10.007,1, ,0,0,0.175,0,1,6.692,6.692,10.106,1,1,0.021,7.337,10.106,2,4,7.742,7.742,10.007,1,4,1,2,2,77,2, ,5,11,1, , , , , , ,2, ,6, , , , ,1, ,5,5,2,2,95,7,7,1,5, ,6,2,2,2,2,3,2,28460,interesting------what were the correct answers???????,7 to 10 minutes maybe but not completely sure
R_3hmOACq0rL8aiM9,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,41,1,22,1,1,7,10,1,551882,2,2,2,1,1,1, ,1,1,6,11.298,11.298,16.521,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, ,1,5,5.628,5.628,6.725,1,1,5,5.686,5.686,6.485,1,1,5,5.615,5.615,6.578,1,1, ,10.355,10.355,11.272,1,1,5,8.077,8.077,8.951,1,1,3,9.192,9.192,10.514,1,1,3,4.058,6.778,8.102,2,1,6,3.867,6.697,7.922,2,1,5,3.594,3.594,4.659,1,1,5,4.745,4.745,6.004,1,1,5,5.223,6.583,8.866,2,1,4,6.163,6.163,6.969,1,1,5,3.363,3.363,4.119,1,1,6,3.173,5.942,6.918,3,1,5,3.237,6.396,7.736,2,1,5,6.937,6.937,8.04,1,1,5,10.447,15.316,16.888,2,1,2,8.818,8.818,11.6,1,1,6,2.555,2.555,3.018,1,1,6,2.524,2.524,3.375,1,1,1,8,1010,39,1,7,4,1,1,1.678,1.678,4.55,1,1,1.959,1.959,6.692,1,4,2.33,2.33,4.434,1,1,2.247,2.247,3.699,1,1,4.566,7.895,10.008,2,4,1,1,1,41,1, ,6,12,1, , , , , , ,2, ,1, , , , , ,1, ,3,2,2,87,6,6,1,5, ,6,1,1,5,4,3,5,10009,none,15minit
R_3imxa8gI3BBgtza,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,35,2,6,1,1,4,9,3,833022,2,2,1,2,1,1, ,1, , , , , , , , , , , , , , , , , , ,1,4,7.745,10.27,10.993,4, , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, ,1,3,1.471,1.961,2.577,2,1,2,0.8,1.198,1.994,2,1,2,1.845,3.185,3.988,3,1,2,1.031,1.577,2.266,2,1,3,1.895,2.434,3.153,2,1,2,1.037,1.546,2.243,2,1,3,1.241,1.785,2.367,2,1,1,1.053,1.678,2.242,2,1,2,0.984,1.53,4.486,2,1,2,1.632,2.039,2.781,2,1,2,1.029,1.511,2.3,2,1,2,1.967,2.405,3.156,2,1,2,0.88,1.758,3.773,2,1,2,0.901,1.458,2.241,2,1,2,2.686,3.13,4.407,2,1,2,1.198,1.684,2.399,2,1,1,1.051,2.716,3.397,2,1,2,0.685,1.12,2.263,2,1,1,1.383,1.943,2.615,2,1,2,0.655,1.114,1.836,2,1,1,8,50,40,1,7,5,1,1,1.881,1.881,3.386,1,1,1.401,1.401,1.926,1,4,1.962,1.962,2.519,1,3,1.51,1.51,2.163,1,4,1.619,1.619,2.23,1,5,1,2,2,35,2, ,4,4,1, , , , , , ,2, ,4, , , ,1, , ,3,3,2,2,68,4,4,2,5,4, ,1,2,3,2,2,2,34108,No,5
R_rrKNo2XaIgOd9qV,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,62,2,17,1,1,4,4,1,656706,1,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,4,7.384,7.384,9.965,1,1,2,25.08,26.804,28.252,2,1,5,7.375,9.281,10.44,2,1,1,34.307,39.902,41.815,3,1,2,6.161,9.221,10.873,2,1,1,7.417,10.197,11.843,2,1,1,3.412,7.671,9.679,2,1,1,7.161,11.521,13.408,2,1,5,6.901,6.901,10.913,1,1,2,9.693,14.245,19.089,3,1,1,6.735,11.392,13.301,2,1,1,6.49,8.824,11.147,2,1,4,9.516,11.1,12.38,2,1,2,5.429,10.084,11.722,2,1,1,3.225,3.225,6.201,1,1,6,6.053,12.162,13.564,2,1,4,6.076,10.548,11.738,3,1,1,6.176,18.064,20.558,2,1,3,5.142,7.748,9.194,2,1,5,5.798,7.791,9.112,2,1,1,8,50,20,1,7,1,1,3,2.828,2.828,4.679,1,1,2.213,2.213,4.039,1,2,3.639,3.639,5.266,1,1,3.173,3.173,5.237,1,4,4.821,4.821,6.846,1,3,1,2,2,62,2, ,3,12,1, , , , , , ,3, ,3, , ,1, , , ,3,3,4,5,40,4,4,1,5,4, ,2,2,3,3,4,4,11226,none,Ten minutes
R_2492su6ovxkzUnq,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,50,1,9,1,2,7,10,4,672570,4,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,6,3.828,3.828,4.791,1,1,1,2.664,4.643,6.067,2,1,1,2.849,2.849,4.232,1,1,6,0.351,2.938,3.613,2,1,6,2.99,4.605,5.367,2,1, ,2.65,2.65,3.357,1,1,6,3.194,5.79,6.702,2,1, ,0,0,2.841,0,1,6,4.247,5.889,6.558,2,1,6,3.666,3.666,5.092,1,1, ,0,0,2.778,0,1,1,3.817,6.067,7.177,2,1,6,10.422,11.675,12.226,2,1,6,2.885,2.885,4.12,1,1, ,0,0,2.708,0,1,6,3.036,3.036,3.857,1,1,6,3.059,5.058,6.093,2,1,1,8.399,8.399,9.935,1,1,6,3.4,3.4,4.088,1,1, ,2.683,5.435,6.262,2,1,1,8,10,20,1,7,5,1, ,8.708,8.708,10.008,1, ,0,0,11.286,0, ,3.781,3.781,10.008,1, ,0,0,10.039,0, ,0,0,6.507,0,5,1,1,1,50,1, ,6,6,1, , , , , , ,2, ,6, , , , , ,1,5,5,2,2,100,7,7,1,5,7, ,2,2,5,5,3,5,92025,it was very good.,i am enjoyed
R_2fuQn58WdUl1mVG,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,22,2,3,15,1,6,4,4,403118,4,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1, ,2.356,3.119,3.559,2,1,2,1.827,3.174,3.932,3,1,3,1.642,4.936,5.352,4,1,2,0.735,1.518,2.252,2,1,2,0.516,3.392,4.351,5,1,2,0.524,1.38,1.999,2,1,2,0.193,0.959,1.741,2,1,1,2.183,4.027,4.857,4,1,3,0.409,1.716,3.667,3,1,3,1.142,2.051,2.779,2,1,2,0.493,2.345,2.828,3,1,3,0.701,4.991,6.078,9,1,1,0.682,1.661,2.209,3,1,2,0.718,1.817,2.234,3,1,2,1.222,3.412,3.8,3,1,1,1.029,3.44,4,4,1,1,0.468,3.72,5.41,6,1,3,0.55,1.9,2.524,3,1,3,0.531,3.644,4.363,6,1,2,0.594,2.128,3.468,4,1,1,8,10,20,1,8,4,1,2,1.593,1.593,2.192,1,3,0.368,0.368,1.212,1,4,0.158,1.019,2.772,2,5,0.367,0.367,1.134,1,2,0.389,0.89,1.733,2,0,1,2,2,21,2, ,3,3, ,1, , , , , ,3, ,3, ,1, , , , ,3,3,3,7,18,3,2,1,2, ,2,1,2,4,3,4,3,91902, ,5
R_2rSdZWbvchQJ10M,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,25,1,3,1,2,6,5,3,509197, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_3ktvIDyUpcRwwed,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,71,1,10,1,1,6,9,2,772580,1,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,5,12.788,12.788,13.846,1,1,1,7.738,8.388,9.697,2,1,1,10.824,10.824,12.126,1,1,1,5.503,6.403,7.659,2,1,1,8.434,8.434,9.76,1,1,1,9.836,9.836,11.512,1,1,5,12.695,12.695,13.914,1,1,1,12.186,12.186,13.672,1,1,1,13.375,13.375,14.699,1,1,3,20.148,20.148,21.6,1,1,1,15.297,15.297,16.469,1,1,2,19.68,19.68,20.914,1,1,5,7.856,9.234,10.455,2,1,5,9.584,9.584,11.286,1,1,6,7.89,7.89,9.052,1,1,6,7.347,7.347,8.69,1,1,5,10.598,10.598,11.667,1,1,1,6.222,6.222,7.465,1,1,5,9.152,9.152,10.508,1,1,6,11.82,11.82,12.894,1,1,1,8,10,10,2,8,3,1,3,5.079,5.079,6.683,1,1,5.086,5.086,6.5,1,1,3.059,3.059,4.063,1,1,5.223,5.223,6.498,1, ,0,0,10.009,0,3,1,2,2,71,1, ,5,7,1, , , , , , ,3, ,4, ,1, ,1, , ,4,4,2,2,17,1,1,2,3, ,2,2,1,3,4,4,1,57108, ,14
R_10SCnXNLlgid3Hb,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,70,2,13,1,1,2,10,3,132789,3,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,1,4,30.882,64.347,65.082,6,5,1, ,1,1,15.771,16.32,17.518,2,1,5,32.368,38.637,39.34,5,1,2,25.355,29.627,30.359,5,1,1,13.162,14.464,15.185,3,1,1,10.278,10.759,12.096,2,1,1,9.066,10.377,11.159,3,1,1,24.404,25.604,26.947,3,1,1,7.942,8.379,9.763,2,1,1,10.249,11.589,12.422,3,1,1,38.696,42.029,42.807,3,1,1,10.796,16.282,17.393,4,1,1,31.814,35.964,36.7,4,1,5,24.976,35.414,36.259,6,1,4,16.055,20.187,20.787,3,1,1,34.183,35.449,36.843,3,1,2,8.583,31.405,32.734,4,1,1,22.453,24.355,24.901,4,1,1,18.929,21.311,22.56,4,1,1,7.024,38.727,39.564,5,1,3,15.54,35.39,36.125,5,1,1,8,50,20,2,8,2,1, ,0,0,10.016,0,2,7,7,10.01,1,1,4.882,8.317,9.29,2,1,5.915,5.915,6.707,1,3,6.06,6.06,6.812,1,2,1,2,2,70,2, ,2,8,1, , , , , , ,2, ,6, , , , ,1, ,4,5,2,2,97,7,7,1,5,7, ,2,2,1,2,3,1,77340, ,17
R_1ousmBKxohdRnyz,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,49,2,8,1,2,6,2,3,494229,1,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,5,9.324,11.58,12.01,3,1,1,5.596,6.172,7.325,2,1,5,10.304,10.304,10.94,1,1,1,8.309,8.309,9.288,1,1,1,8.203,8.203,9.26,1,1,4,15.893,15.893,16.723,1,1,1,9.99,10.326,11.482,2,1,6,6.053,6.053,8.143,1,1,1,7.996,9.26,10.589,2,1,5,11.413,11.413,12.017,1,1,5,7.468,8.091,8.44,2,1,5,6.335,6.335,6.994,1,1,5,4.487,5.144,5.475,2,1,6,6.285,6.285,6.889,1,1,1,4.635,5.196,7.116,2,1,6,7.296,7.296,8.447,1,1,4,8.071,8.535,9.495,2,1,3,4.862,4.862,5.629,1,1,3,7.099,8.191,9.246,2,1,6,7.246,7.246,8.32,1,1,1,8,50,20,2,7,5,1,3,3.971,3.971,5.308,1,3,6.913,6.913,7.823,1,3,7.41,7.41,8.718,1,3,4.756,4.756,5.941,1,5,2.561,2.561,3.566,1,2,1,2,2,49,2, ,5,5,1, , , , , , ,1, ,3, , ,1, , , ,3,3,1,1,2,1,1,1,5, ,5,2,1,4,4,3,2,78228,none,20
R_s75ehxWRJoHpn9L,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,35,2,9,2,1,7,2,2,150098,3,2,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,1,2,3.638,7.614,8.366,6,5,1, ,1,1,4.872,6.084,6.581,4,1,1,4.09,5.094,5.579,3,1,1,4.466,7.187,7.935,5,1,2,0.242,2.036,2.579,4,1,5,2.849,5.254,5.762,5,1,1,0.747,1.086,1.635,2,1,1,2.999,3.331,3.866,2,1,4,4.904,6.372,6.934,3,1,3,3.385,4.346,4.915,3,1,2,0.673,1.207,1.816,2,1,2,0.292,2.455,3.073,5,1,1,4.572,7.109,7.729,5,1,2,0.539,1.07,1.782,2,1,1,1.074,1.862,2.48,3,1,1,2.187,3.061,3.551,3,1,1,1.251,1.672,2.225,2,1,2,3.601,4.599,5.205,3,1,2,1.274,2.265,2.886,3,1,1,2.048,2.398,2.982,2,1,2,3.672,4.594,5.107,3,1,1,8,500,20,1,7,3,1,2,5.517,5.517,6.227,1,3,3.901,3.901,4.656,1,3,5.088,5.088,5.653,1,1,3.67,3.67,4.567,1,2,9.656,9.656,10.006,1,3,1,2,2,35,2, ,6,6, ,1, , , , , ,1, ,2, ,1, , , , ,3,2,1,1,3,1,1,1,5,4, ,2,2,1,2,3,2,60637,None,15
R_3iqhAj0r4PDFXDW,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,58,2,4,2,1,4,1,3,41338,3,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1,4,38.537,38.632,40.368,2, , , , , , , , , , , , ,4,1, ,1,6,38.424,38.424,39.477,1,1,1,16.802,16.802,17.871,1,1,1,8.498,8.618,9.592,2,1,3,8.95,8.95,19.274,1,1,1,7.438,7.438,8.57,1,1,6,13.355,13.355,14.129,1,1,6,19.257,19.257,20.056,1,1,4,9.102,9.197,10.483,2,1,6,7.701,7.701,8.299,1,1,6,8.943,8.943,9.62,1,1,1,7.999,7.999,9.533,1,1,1,17.29,18.57,20.366,4,1,1,7.003,7.003,8.163,1,1,4,6.599,6.599,7.348,1,1,1,4.009,4.665,5.782,2,1,6,132.461,132.54,133.427,2,1,6,11.811,11.811,12.553,1,1,4,18.083,19.923,21.278,3,1,4,15.461,16.701,17.698,2,1,5,10.712,12.784,13.401,2,1,1,8,50,3200,1,7,4,1,2,6.212,6.212,9.698,1,2,9.354,9.354,10.111,1,1,2.708,2.708,3.478,1,1,3.79,3.79,4.509,1, ,0,0,10.109,0,4,1,2,2, ,2, ,3,4, ,1, , , , , ,1, ,1,1, , , , , ,1,1,1,1,0,1,1,1,5, ,7,2,1,3,4,4,4,30052,IT'S GREAT,15
R_1dHvmEC4J4xyt3b,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,50,2,9,1,1,6,1,3,389723,3,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,308.466,310.398,312.334,3, , , , , , , , , , , , , , , , , , ,5,1, ,1,1,10.154,10.764,12.333,2,1,1,9.429,9.779,12.084,2,1,1,9.778,10.527,11.976,2,1,1,4.949,4.949,6.474,1,1,1,8.91,8.91,10.063,1,1,1,4.129,4.129,5.632,1,1,2,5.775,7.266,9.846,2,1,2,65.354,65.354,67.115,1,1,1,6.639,6.639,8.392,1,1,2,15.926,15.926,17.356,1,1,1,3.582,3.582,6.019,1,1,1,8.06,8.578,10.054,2,1,1,5,5.468,6.874,2,1,1,5.601,5.601,7.336,1,1,1,7.955,7.955,9.398,1,1,2,10.473,10.473,13.745,1,1,1,8.764,8.764,10.296,1,1,1,4.287,5.147,6.489,2,1,2,20.197,20.197,21.324,1,1,2,3.435,3.435,4.832,1,1,1,8,50,39,2,8,5,1,3,4.345,4.345,5.574,1,2,5.559,5.559,7.736,1,1,2.113,2.597,3.595,2,1,3.083,3.083,4.614,1,4,6.085,7.5,8.55,2,3,1,2,2,50,2, ,5,6,1, , , , , , ,1, ,2, ,1, , , , ,2,3,1,1,0,1,1,1,5,4, ,2,1,3,3,3,3,20832,n/a,15
R_2D61wDfEeAKdnDC,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,34,1,18,1,1,7,1,3,747605,1,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,1,1,3,1.141,1.141,2.502,1,1,2,4.698,7.281,7.63,4,1,2,5.143,8.51,9.594,5,1,3,3.777,3.777,5.527,1,1,4,0,0,3.965,0,1,3,2.773,4.197,5.457,2,1,2,1.416,2.8,4.119,2,1,4,0.977,0.977,2.037,1,1,5,2.762,5.41,6.371,5,1,4,6.279,7.142,8,2,1,4,2.74,2.74,3.821,1,1,5,0.51,3.966,5.174,3,1,2,5.151,7.158,8.184,4,1,4,0.305,4.546,5.508,4,1,4,3.75,4.197,4.97,2,1,3,2.867,2.867,3.755,1,1,4,3.878,5.201,5.617,3,1,3,6.674,7.89,8.692,2,1,3,16.053,17.031,17.315,2,1,4,3.169,3.169,4.148,1,1,1,8,10,20,2,8,4,1,2,4.857,4.857,10.009,1,2,4.79,6.405,8.239,2, ,0,0,10.11,0,3,5.67,5.67,10.106,1,5,9.142,9.142,10.107,1,1,1,1,2,34,1, ,6,10,1, , , , , , ,1, ,2, ,1, , , , ,4,4,1,1,42,4,4,2,5,4, ,2,2,3,2,2,3,77080,none,none
R_yKjU6eEa5TSSloJ,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,42,2,3,1,1,2,1,2,178733,2,1,2,2,1,1, ,1, , , , , , , , , , , , ,1,4,3.42,19.41,22.108,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, ,1,5,0.734,3.573,4.34,4,1,5,1.576,11.697,12.76,11,1,5,0.926,3.567,4.463,4,1,4,0.99,4.113,4.873,5,1,6,1.038,6.652,7.27,7,1,5,0.872,1.938,2.727,2,1,5,0.93,2.029,2.837,2,1,5,0.843,1.775,2.522,2,1,5,3.951,5.052,5.914,2,1,4,1.054,3.929,4.638,5,1,4,0.908,3.077,5.458,4,1,5,1.272,5.246,6.062,5,1,5,1.022,4.946,5.682,6,1,5,1.19,3.209,4.201,3,1,4,2.762,4.602,5.297,3,1,5,0.899,3.272,5.168,4,1,4,1,3.761,4.598,4,1,4,0.833,3.307,4.15,4,1,5,1.045,3.466,5.677,4,1,3,1.293,4.701,5.516,5,1,1,8,50,40,1,7,5,1,1,2.368,2.368,3.297,1,2,1.027,1.027,1.839,1,3,1.6,1.6,2.568,1,4,0.93,0.93,1.784,1,4,1.113,1.113,1.979,1,5,1,1,1,42,2, ,2,3,1, , , , , , ,1, ,2, ,1, , , , ,3,3,2,1,56,6,5,1,2, ,6,2,2,3,3,3,3,46628,Good,Good
